P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
CAIR	FAPU	PREI	10.74174532198757	0.0	0.921939360284451	344647921.8125	5909637.0625	4570074.625	1288685.0	164502.25	6372555.0	1084855.375	212540.25	3492196.0625	28851891.1875	1032638.125	267209.25	552581.75	772597.0	54455.25
CAIR	FAPU	PSCH	9.256628369133173	0.0	0.9304953994975148	1001607424.34375	18767177.03125	13038882.71875	3796385.59375	507104.3125	18672136.15625	3270002.40625	676702.3125	10316976.71875	84106756.84375	3131735.3125	792027.3125	1596228.6875	2257488.0625	163234.1875
CAIR	FAVI	PALT	7.702555938544435	6.661338147750939e-15	0.9390011604989669	328720054.03125	6134132.40625	3843052.34375	1210124.53125	149034.6875	6095841.15625	1066168.71875	210251.6875	3282189.15625	27380321.59375	993956.5625	242966.5625	480158.5625	734452.1875	50093.8125
CAIR	FAVI	PAXI	12.616837693019463	0.0	0.9094890831983165	316550474.0	6319922.9375	3685708.25	1157914.9375	154059.625	6103032.1875	933858.625	205315.5	3185264.0625	26241597.25	989050.0	234143.5	454552.125	714583.625	50056.375
CAIR	FAVI	PBON	8.85689104928273	0.0	0.9302462771057513	330674939.6875	5969629.1875	3864320.25	1242074.25	153050.375	6299897.5625	1075594.6875	217526.625	3295791.5	27561087.5	982884.625	243892.5	482296.875	751527.25	52333.125
CAIR	FAVI	PCOR	10.602346028083565	0.0	0.9204199350504554	328782517.578125	5866789.734375	3851622.609375	1218848.734375	146555.59375	6246884.109375	1023410.609375	211209.21875	3283840.359375	27310059.984375	986035.09375	242776.34375	475435.71875	748093.59375	51301.71875
CAIR	FAVI	PEEX	10.61072994043257	0.0	0.917940055420324	313704066.375	5486245.3125	3641744.9375	1171019.75	133674.125	6022460.25	979632.1875	199503.375	3120534.3125	25992179.875	935185.875	231606.125	454784.375	709752.75	46925.375
CAIR	FAVI	PEIN	8.180943547875899	2.220446049250313e-16	0.936612889249072	109485895.890625	1911194.234375	1276480.171875	396478.984375	46288.46875	2046205.609375	346098.171875	67915.84375	1090528.984375	9117443.796875	323494.59375	79437.59375	159691.71875	244125.71875	16797.21875
CAIR	FAVI	PESE	10.004644159830695	0.0	0.9223110842762942	104828421.6875	1974298.8125	1215436.6875	398838.4375	47811.125	1998633.6875	337784.4375	73946.625	1062608.3125	8724563.0625	321987.625	77144.125	152466.375	239790.875	16584.125
CAIR	FAVI	PINF	13.6447618928591	0.0	0.902265241669778	327728878.5	6334090.25	3870934.625	1216521.75	149146.625	6303774.9375	969361.4375	199076.375	3251089.6875	27232587.5625	1001720.25	240006.5	472162.875	747908.25	50435.375
CAIR	FAVI	PINT	9.089445028085061	0.0	0.9303558795325448	325160006.796875	6244612.328125	3806710.203125	1207226.515625	156844.15625	6140418.640625	1038982.578125	218286.90625	3286505.203125	27034694.515625	1008776.40625	235455.65625	475800.90625	735121.53125	53374.65625
CAIR	FAVI	PREI	10.564568979665912	0.0	0.9210956037421812	110775683.25	1929015.25	1310104.6875	409797.9375	48440.875	2067210.1875	344568.4375	66629.875	1106029.25	9203018.25	328690.5	81836.875	160617.875	248717.875	17267.875
CAIR	FAVI	PSCH	8.220331195270374	1.1102230246251565e-16	0.9354937954296735	321977026.53125	6102400.53125	3777317.96875	1204830.28125	148540.1875	6070900.65625	1052047.59375	215669.4375	3267760.90625	26824287.21875	997274.3125	238183.6875	473298.9375	719124.5625	51789.1875
CAIR	FDEN	PALT	5.2151216697402205	9.202597817115077e-08	0.9544329251456742	916201835.6875	17189626.4375	12904910.8125	3372230.0625	465219.0	17139385.875	3086156.25	612606.75	9078164.0	75772636.25	2775726.125	728803.375	1519538.25	2044127.625	146397.5
CAIR	FDEN	PAXI	8.23833864356966	1.1102230246251565e-16	0.9340530981222903	880881132.984375	17669900.390625	12412247.953125	3163191.140625	463705.28125	17038937.453125	2734590.515625	590241.40625	8805167.453125	72457117.265625	2741127.40625	708255.15625	1440615.28125	1972907.65625	145955.65625
CAIR	FDEN	PBON	4.818473156214895	7.24257367856751e-07	0.9572924558445753	917267598.03125	16401236.96875	13018423.09375	3393430.46875	465454.9375	17492360.65625	3127523.28125	634259.5625	9087850.65625	75989896.78125	2709370.0625	751830.5625	1544123.3125	2065364.3125	156023.3125
CAIR	FDEN	PCOR	7.456440444769465	4.4853010194856324e-14	0.9382162213060321	917829950.21875	16224462.28125	12799295.28125	3389071.65625	458474.5625	17386288.65625	2985295.65625	610549.6875	9116827.28125	75776126.03125	2731834.6875	727899.0625	1483158.8125	2078510.9375	152599.1875
CAIR	FDEN	PEEX	6.828497883029239	4.3158809859278335e-12	0.9420657798466153	873707162.34375	15059640.53125	12416040.53125	3167969.90625	408016.4375	16793265.15625	2809353.78125	568830.9375	8640794.65625	71920602.15625	2574853.3125	704163.5625	1449015.1875	1949453.9375	138004.5625
CAIR	FDEN	PEIN	4.976958672054043	3.2345500611263844e-07	0.956918755201312	305462674.609375	5293271.078125	4275445.203125	1098981.078125	145916.78125	5686377.328125	1008834.828125	199053.40625	3011159.453125	25148662.578125	897684.53125	243170.15625	507952.03125	668081.15625	48440.78125
CAIR	FDEN	PESE	5.99412543503873	1.0265667205189288e-09	0.9479499970649119	290535716.75	5454850.8125	4131777.5625	1080638.125	144814.75	5569417.875	973847.9375	205729.625	2918742.3125	23976484.375	886499.0	230010.5	485153.125	659820.375	48742.875
CAIR	FDEN	PINF	10.397285488816383	0.0	0.9179286615590914	913358108.28125	17199478.78125	12775562.59375	3367954.90625	457936.6875	17607648.40625	2817100.84375	577254.9375	8978140.03125	75318469.84375	2770711.3125	720155.6875	1482917.6875	2087614.0625	145988.9375
CAIR	FDEN	PINT	5.386367733259103	3.602860787488282e-08	0.9537715638142926	904812638.625	17391940.125	12766700.4375	3341276.4375	481950.375	17066111.0625	3047472.9375	646467.0	9109140.75	74662707.375	2818669.875	738526.125	1508433.375	2019717.0	153364.5
CAIR	FDEN	PREI	5.425232119555505	2.900676421280224e-08	0.9538882593485718	309856715.5625	5370483.3125	4389728.875	1121410.25	149481.75	5799618.25	1022433.125	197677.0	3069918.5625	25508438.1875	915385.375	247815.0	514912.5	686450.0	49397.25
CAIR	FDEN	PSCH	6.008707791755046	9.384087951147535e-10	0.9481833229166022	897617665.71875	17057478.90625	12659640.71875	3359944.59375	486720.3125	16970869.46875	3032853.84375	626965.5625	9018224.03125	74120487.53125	2779032.0625	727205.3125	1510741.4375	2003054.1875	152613.3125
CAIR	PEPA	PALT	7.220766865470343	2.603472992745992e-13	0.9433343819498501	1057723551.53125	19313011.21875	17235865.78125	4085721.53125	664601.9375	19420924.46875	3654066.84375	687596.1875	10839988.78125	89135058.28125	3216347.4375	916351.6875	1900829.0625	2407844.6875	184904.5625
CAIR	PEPA	PAXI	5.216014269641297	9.158400526843025e-08	0.9595860845370341	1012140468.65625	20713838.53125	17216543.96875	3696481.78125	617114.5625	19082090.53125	3395942.21875	680336.5625	10531939.28125	84672037.21875	3243092.5625	909211.5625	1871436.4375	2275683.5625	183184.5625
CAIR	PEPA	PBON	9.381257114319114	0.0	0.9285356696954838	1063794095.0625	19146105.875	17552530.5625	4204795.75	655957.75	19978122.0625	3643206.625	690684.625	10939931.1875	89820961.25	3220530.125	932107.375	1932304.75	2485340.875	192706.125
CAIR	PEPA	PCOR	8.625204599395751	0.0	0.9346052594980866	1052122875.84375	18556390.84375	17286793.59375	4032001.90625	621876.0625	19547982.59375	3524164.53125	665911.4375	10782049.15625	88231940.09375	3195139.8125	926073.5625	1886779.6875	2397755.8125	189266.0625
CAIR	PEPA	PEEX	7.576090003548619	1.7985612998927536e-14	0.9406184126398578	1004286320.875	17408696.5625	16455564.1875	3790491.125	550506.25	18845658.3125	3355708.25	645641.0	10242772.0	84212708.9375	3007543.875	883781.375	1826920.75	2282179.25	173757.25
CAIR	PEPA	PEIN	9.852516055726545	0.0	0.9256267917398486	352221910.1875	5973509.1875	5725755.5625	1365168.1875	203881.125	6499600.6875	1171736.5625	215937.875	3579128.9375	29695619.8125	1037742.125	302977.625	628828.125	807972.125	60881.875
CAIR	PEPA	PESE	9.2436851696539	0.0	0.9287250715508522	337437271.0625	6358962.1875	5502833.0625	1333602.8125	200175.875	6319240.125	1153719.5	232835.625	3497631.25	28378404.375	1055837.625	293656.5	615418.0	780282.375	59435.625
CAIR	PEPA	PINF	6.960338976190242	1.7080781233858033e-12	0.9469169972987633	1042849940.03125	20253057.53125	17847254.34375	3900707.53125	646400.8125	19590039.34375	3493367.78125	652847.3125	10759666.09375	87419418.28125	3268781.5625	939718.4375	1919993.0625	2379110.0625	188649.8125
CAIR	PEPA	PINT	8.749699182780047	0.0	0.9333194578283461	1039388713.890625	19638482.984375	17045394.984375	4067595.921875	672989.96875	19235672.671875	3550590.234375	698542.96875	10787056.109375	87538040.296875	3261384.71875	890928.84375	1878692.84375	2396160.21875	190045.34375
CAIR	PEPA	PREI	7.73091413623484	5.329070518200751e-15	0.940629633656349	354191680.5	6076066.3125	5961227.8125	1350294.125	200175.0	6515537.75	1197358.1875	216454.25	3620386.4375	29743027.375	1055320.875	312227.0	647015.125	802480.25	63093.0
CAIR	PEPA	PSCH	8.655711927795757	0.0	0.9327565728018806	1026971290.625	19027481.8125	16901440.0	4043749.8125	644702.5	19115057.75	3533812.3125	691262.75	10607329.75	86348104.1875	3179180.375	899732.625	1868345.375	2336103.625	187169.5
CAIR	PALT	PAXI	9.064340430160831	0.0	0.032470837774223965	976617263.828125	9557515.546875	8386361.421875	13027740.734375	415961.96875	26581149.921875	1675101.734375	414712.21875	2056102.859375	83590494.921875	1067273.59375	424176.96875	929369.09375	4462273.34375	97749.84375
CAIR	PALT	PEEX	5.36948901495325	3.9567408016694117e-08	0.018278292697318302	974867244.6875	7115001.4375	7736711.5	13378126.75	341263.375	26527989.25	1626547.375	365193.25	1845345.4375	83605140.4375	876243.25	390787.375	868038.25	4552478.875	91452.75
CAIR	PALT	PESE	4.66916900304144	1.5137969799905449e-06	0.0159962230811129	326780424.625	2706510.5	2555262.0	4575335.0	126758.125	8887732.125	574884.25	135303.75	639916.625	28120893.125	314392.125	127308.125	296266.75	1537286.875	31665.0
CAIR	PALT	PINF	6.979115310385069	1.4948042803553108e-12	0.01745486200514532	1013794155.65625	7296146.78125	6761030.71875	15295142.78125	325060.5625	28177186.21875	1215375.65625	285361.6875	1465501.96875	87574998.65625	767019.6875	319192.6875	703754.0625	5031982.4375	71119.4375
CAIR	PBON	PAXI	7.241038314722265	2.2426505097428162e-13	0.0256669828060313	982648723.3125	10112973.75	7937523.0	13219200.3125	410579.125	27123113.25	1695831.3125	436188.625	1999392.9375	84076642.5	1090288.5	419209.5	909347.125	4519257.625	99785.125
CAIR	PEEX	PAXI	7.316150403297833	1.2856382625159313e-13	0.01071663270390018	1025305058.09375	5497792.15625	3163992.78125	18149874.40625	226129.0625	29718089.84375	604735.96875	195865.9375	794797.59375	88694246.46875	532303.1875	176347.1875	356857.1875	5566304.9375	42206.1875
CAIR	PEIN	PAXI	7.706117557518424	6.5503158452884236e-15	0.02666730105645964	325433463.15625	3247280.09375	2452809.84375	4350123.46875	129373.1875	8917087.84375	529761.84375	140229.0625	634431.84375	27861776.84375	349428.8125	127348.3125	283496.0625	1495571.1875	31863.4375
CAIR	PESE	PAXI	4.753086666002804	1.0029026269453567e-06	0.007554423381512194	339132334.0625	1780579.875	1516842.0	6067206.6875	74634.875	9782663.4375	247639.0	66417.875	291937.125	29485295.6875	172019.25	78786.375	148643.5	1857950.875	13578.375
CAIR	PINT	PAXI	5.7669912638681335	4.0472014628534225e-09	0.021175312891871526	960154769.1875	9432549.625	8748215.5	12842155.9375	423957.25	26324745.0625	1707877.625	411156.0	1948750.0	82064539.9375	1019906.5	428623.75	977014.5	4426631.875	101631.25
CAIR	PREI	PAXI	5.893035063012566	1.9021315633693803e-09	0.020785506744622356	329640230.328125	3434591.421875	2449225.921875	4402647.734375	124489.34375	9024519.421875	561002.859375	140213.96875	642548.359375	28080016.171875	365219.96875	125391.21875	300537.21875	1509423.59375	33568.46875
CAIR	PSCH	PAXI	6.562483807061866	2.659472642108085e-11	0.024323851339305706	947566158.578125	9775505.359375	8475204.609375	12744873.109375	417414.09375	25995667.859375	1708863.109375	423286.84375	1983993.609375	80726897.734375	1064826.46875	439893.09375	979784.71875	4339099.46875	103196.34375
CAIR	PEIN	PINF	5.8806712038702	2.049762359845886e-09	0.014031573960695178	338372165.296875	2367706.703125	1898485.890625	5134452.953125	93945.65625	9491299.765625	379660.828125	89188.40625	447327.515625	29197662.828125	247589.65625	93627.03125	211111.90625	1680295.90625	21683.65625
CAIR	PSCH	PINF	5.483991559373575	2.084235017907332e-08	0.013915447780704917	985508060.265625	7566295.609375	6729023.921875	15012220.359375	323496.34375	27514924.734375	1215023.296875	286748.59375	1409726.859375	84978417.046875	781073.21875	336517.46875	719828.96875	4903038.34375	70720.96875
CALO	CALI	CAMI	6.4877343331937425	4.3781533953790586e-11	0.21723920113735437	408301139.875	2435204.9375	1472741.8125	777173.875	31965.0	1321779.1875	496032.125	16020.625	574057.25	45298641.9375	316489.0	13891.875	228152.0	262421.125	4072.375
CALO	CALI	CAPY	4.742543103035623	1.056541208965811e-06	0.9837574033149235	390072548.03125	6717711.15625	1738964.84375	425454.15625	61374.8125	1370224.15625	371932.09375	43673.8125	3613576.65625	39852246.84375	1269529.8125	51124.5625	219510.4375	212509.5625	11616.0625
CALO	CALI	PBON	4.966648421527003	3.411210526271802e-07	0.9942410755339399	373608381.25	8111413.4375	1707039.9375	318874.625	70342.75	1367154.25	270462.3125	54800.25	8628535.0625	32495913.125	1989172.875	105143.5	177556.625	173647.75	18568.25
CALO	CALI	PEEX	5.5215672626014936	1.6841620764651566e-08	0.9934495777749457	357445435.875	7367354.5	1628891.5	307824.125	63747.75	1297622.25	255230.125	48286.75	8231736.875	30967290.5	1885128.0	96510.25	173988.0	165467.0	15757.5
CALO	CALI	PEIN	4.740059777495711	1.0695698899887418e-06	0.9946168383473604	123471759.6875	2588883.1875	561836.25	99714.125	23514.0	450679.625	84786.25	16338.75	2842926.6875	10689297.0625	646929.625	33662.0	57695.0	57369.5	6084.25
CALO	CALI	PESE	6.9261129267439205	2.176259172870232e-12	0.9917300099007169	118775340.6875	2688505.625	539479.0625	107015.125	23439.0	434640.375	84795.3125	16828.75	2749375.875	10330869.3125	646032.5	32412.25	57655.875	55409.25	5337.0
CALI	CAMI	CAOV	12.861989737435575	0.0	0.4623955682811482	1159378179.375	10719823.9375	5523889.1875	2415847.875	199566.375	4013729.375	1744806.5625	108753.75	2321971.6875	129462510.75	1387028.25	85778.875	824662.125	718302.125	24183.75
CALI	CASE	CAMI	10.906693371403744	0.0	0.4936774509878449	397978953.0	1972508.125	1755394.8125	703182.3125	31519.75	1259159.375	536666.75	22360.5	699023.6875	44574924.4375	296555.0	21975.375	256271.0	229974.875	4197.0
CAMI	CALI	CPAR	4.909037369255676	4.582841272027238e-07	0.9832216137270706	866596314.96875	12418386.71875	3390308.21875	823904.78125	84748.5625	5583479.40625	691601.21875	111238.9375	8444654.46875	85762892.03125	2655534.5625	151096.6875	431625.8125	596801.3125	26474.3125
CALI	CAOV	CAPU	5.061366361720557	2.0848050286126352e-07	0.39578057049813603	1184220989.90625	4940009.46875	11133066.40625	2129367.78125	143781.1875	4566079.65625	1826750.03125	68996.6875	2024973.09375	132330853.09375	847621.4375	138072.1875	1334436.8125	805957.8125	23854.4375
CAOV	CALI	CAPY	5.604106262584513	1.0494660140913936e-08	0.977626568126718	1096695925.078125	18533499.109375	4325059.046875	1569825.921875	166510.09375	10928366.921875	1360376.296875	309629.09375	10512459.859375	112846624.234375	3634254.21875	268420.34375	612869.34375	1189044.59375	52540.84375
CALI	CASE	CAOV	16.60725719060067	0.0	0.5715631570380064	386004816.25	3483517.4375	1662920.0	750587.8125	47235.0	1251820.6875	514364.125	36412.0	829502.1875	43383319.75	468084.125	26351.125	245729.125	228343.5	6389.875
CAOV	CALI	CPAR	10.936743185820006	0.0	0.9588073805375081	843247418.65625	12012659.59375	3405188.40625	1023635.28125	101270.0625	8129008.09375	710293.34375	141476.0625	8003700.90625	83962854.40625	2581971.1875	202185.4375	427162.4375	839103.3125	30165.8125
CAOV	CALI	FABR	10.385371009513031	0.0	0.9796313906292861	1044410960.359375	16882628.140625	4430167.203125	1262765.890625	135083.15625	10729089.953125	926401.515625	264821.53125	17103897.703125	98280504.890625	4138495.15625	373492.28125	533028.53125	1069315.65625	53926.03125
CAOV	CALI	FADE	7.362278373985626	9.103828801926284e-14	0.9854711469144983	1074007407.0625	19731098.8125	4440479.5	1292780.75	167658.375	10661550.75	1045991.375	290983.75	17785358.6875	101645865.9375	4465563.25	386844.25	540632.125	1048792.25	58204.125
CAOV	CALI	FAFR	9.98749904416593	0.0	0.9810735937197632	1093939625.125	16883477.625	4530374.6875	1312991.3125	139171.5	11157319.9375	981702.1875	243033.125	18154482.25	103303105.875	4320108.875	397027.75	550990.375	1101926.25	56448.125
CAOV	CALI	FAIM	8.184739710232652	1.1102230246251565e-16	0.9839413903538899	1096008275.671875	19281786.328125	4448195.140625	1361945.578125	173869.53125	11240430.015625	1081634.703125	310270.28125	18256812.265625	103764603.078125	4602555.40625	411306.40625	565464.40625	1133611.90625	66777.28125
CAOV	CALI	FAPA	7.505170989261206	3.086420008457935e-14	0.9855011549145093	1108978309.203125	18723766.484375	4574355.609375	1346646.359375	153816.84375	11098235.546875	1089861.671875	291772.59375	18543776.421875	104763827.421875	4622393.21875	401210.96875	571168.09375	1118043.21875	63240.34375
CAOV	CALI	FAPE	8.263000455892552	0.0	0.9842662450403871	1102202938.09375	18205055.53125	4638999.53125	1309830.65625	147696.1875	11521308.09375	1032701.59375	267586.6875	18369235.84375	104230506.21875	4525402.8125	410449.6875	573570.3125	1139561.9375	62614.8125
CAOV	CALI	FAPU	8.393023671741847	0.0	0.9837808029292936	1107566070.0625	18405898.5	4551149.8125	1339116.375	150740.5	11537819.5	1054617.3125	257245.375	18311002.75	104967414.8125	4490838.125	397874.375	568380.25	1155829.25	62411.0
CAOV	CALI	FAVI	11.174141229280556	0.0	0.9785178119137041	355454400.125	5262277.125	1504667.375	431698.625	44562.5	3628811.875	310087.875	79668.25	5849481.0	33344875.5	1363856.75	127341.125	179374.375	364345.625	18762.875
CAOV	CALI	FDEN	7.9209926292894215	1.1102230246251565e-15	0.9843385162684967	989060847.78125	16851324.59375	4140601.90625	1127069.65625	134486.3125	9607668.90625	881078.15625	224826.0625	16341867.96875	92266124.71875	4027296.1875	349991.6875	499820.1875	949780.9375	53566.9375
CAOV	CALI	PAXI	10.248314000066758	0.0	0.9866880150158576	1004412772.84375	23896018.71875	4422917.34375	1097700.40625	180477.1875	10944402.71875	788777.15625	327700.8125	23686254.03125	87352758.34375	5623631.5625	477748.0625	479352.0625	981820.1875	69808.5625
CAOV	CALI	PBON	5.2205418755694115	8.93735666585016e-08	0.9929118717957711	1045710201.546875	22526314.515625	4342984.953125	1164631.828125	185187.90625	10703420.328125	995969.078125	347420.53125	24622410.640625	91259084.390625	5658038.40625	483650.78125	497103.53125	982091.65625	73933.90625
CAOV	CALI	PCOR	7.827350025736878	2.4424906541753444e-15	0.9898762258386515	1047438436.140625	21838348.609375	4401131.484375	1130169.296875	177582.96875	10568082.859375	886087.046875	283065.34375	24751812.671875	90935399.484375	5620841.09375	481223.84375	492041.34375	963417.21875	67314.59375
CAOV	CALI	PEEX	9.746877848741892	0.0	0.9869265640685159	993684621.234375	20467216.328125	4045874.328125	1122354.078125	164011.03125	10399837.203125	823941.578125	272428.65625	23351395.328125	86495386.828125	5327159.03125	447482.15625	465021.03125	959587.65625	65402.53125
CAOV	CALI	PEIN	5.651475786998681	7.975916593849774e-09	0.9924549555120377	345259982.140625	7081717.546875	1412599.234375	368068.734375	57870.59375	3366625.234375	309062.234375	100246.34375	8070619.296875	30013766.671875	1816980.84375	146999.84375	162981.21875	309801.96875	23690.09375
CAOV	CALI	PESE	5.5582531391409065	1.3659612774219454e-08	0.9921515715976379	332919141.796875	7281665.265625	1377307.078125	384742.828125	61822.78125	3459196.890625	325324.140625	109177.40625	7836680.703125	29078582.828125	1817440.90625	152105.28125	161999.65625	320233.65625	23232.78125
CAOV	CALI	PINF	8.541046891483616	0.0	0.9888702249663347	1030061387.484375	23121305.765625	4456420.765625	1116735.203125	182898.78125	11114536.265625	853517.078125	324239.40625	24240204.203125	89586727.140625	5586303.40625	502447.78125	492660.53125	1000668.40625	72319.78125
CAOV	CALI	PREI	5.6215549594613705	9.48801703870572e-09	0.9925484728003524	350496080.875	7219870.1875	1491710.25	379282.0625	64315.375	3506332.9375	319649.125	97920.625	8262796.8125	30568789.25	1869604.625	159875.875	168435.5	319091.625	23833.875
CAPU	CALI	CAPY	7.036499096530172	9.920952948050399e-13	0.9743741596224506	1163156488.4375	20015705.125	5099445.3125	1477012.875	190202.5	5784965.0	1224700.3125	170837.125	10818408.75	118862741.8125	3817918.875	185805.0	665706.875	827340.625	41019.375
CALI	CATH	CAPU	6.404349797511039	7.585709838053845e-11	0.1776490542081342	1269122047.71875	4882130.90625	5155286.78125	2529737.28125	65434.5625	5434282.03125	1455723.40625	53792.9375	1687738.15625	141904929.28125	781104.6875	61056.8125	764733.0625	963224.1875	14289.1875
CAPU	CALI	FADE	5.911543379787217	1.700292351358712e-09	0.9891894774879709	1151479842.265625	21368939.984375	5431937.859375	1168898.171875	166015.21875	5716980.046875	978762.359375	177902.09375	18376658.234375	108393377.671875	4742178.59375	289666.09375	622747.84375	727867.34375	47329.21875
CAPU	CALI	FAFR	5.479379981471215	2.1392703719591566e-08	0.9902918033985123	1173173083.0	18314228.375	5598171.625	1142022.375	142230.125	5802817.875	967296.75	165640.75	18790313.875	110592175.125	4584217.875	285764.875	641780.75	727220.625	45101.0
CAPU	CALI	FAIM	8.325445990469605	0.0	0.9853012801832767	1176045249.625	20883259.5	5468856.6875	1219744.6875	194226.0	6112280.375	950835.375	188545.875	18976669.8125	111040436.1875	4858049.125	298540.25	643326.625	761804.125	51772.75
CAPU	CALI	FAPA	5.385982002340469	3.610594501157749e-08	0.9905169614462817	1190317418.5	20500978.5	5606442.5625	1185911.9375	162125.0	6003005.9375	1010637.8125	175793.0	19318271.25	112176140.5	4910254.0	298710.75	658100.875	760174.125	47278.25
CAPU	CALI	FAPU	6.638204131306346	1.5961232335826026e-11	0.988257577106134	1188834046.546875	19913570.203125	5621712.890625	1181708.828125	163762.53125	6076127.203125	968146.890625	164271.40625	18941797.203125	112268301.265625	4751113.53125	287778.15625	653058.65625	759004.40625	45995.28125
CAPU	CALI	PEPA	9.249711182662578	0.0	0.9835116386366767	1206579573.03125	24998697.15625	5476680.71875	1336014.28125	209040.3125	6445368.34375	1024615.28125	208547.6875	19599204.59375	113833921.03125	5255812.9375	314869.3125	640215.9375	805579.3125	51791.0625
CAPU	CALI	PALT	7.30663925818908	1.3800072196090696e-13	0.9911334661162984	1105728906.890625	24319530.546875	5044961.109375	1055643.234375	217103.96875	5829075.984375	834917.734375	204641.34375	25508418.421875	96332907.421875	5904297.71875	375031.59375	536008.59375	669961.96875	55948.46875
CAPU	CALI	PBON	6.289424679878465	1.6001278080324255e-10	0.9923564029656271	1113813006.8125	24062608.375	5047045.625	1058891.6875	214160.75	5851138.0	867060.1875	221813.125	25772247.6875	96925236.0	5934178.125	385637.125	536510.125	665471.5	58206.875
CAPU	CALI	PCOR	5.719404363621852	5.360553556599257e-09	0.9931813778225526	1122317178.828125	23580503.171875	5166361.984375	1022123.046875	220138.21875	5678443.796875	850080.984375	197889.96875	25909245.171875	97130431.734375	5954026.09375	380199.46875	543979.21875	647125.09375	58197.21875
CAPU	CALI	PEEX	8.78505670368783	0.0	0.9889819856190468	1061742731.765625	21871611.109375	4766198.984375	1065413.796875	192914.34375	5559809.421875	801815.984375	185516.71875	24462475.609375	92077835.171875	5613918.84375	359953.21875	511695.09375	637278.09375	54429.84375
CAPU	CALI	PEIN	5.070428946517935	1.9879596302452285e-07	0.9939827440941709	367997987.515625	7719517.421875	1659861.046875	321430.046875	67315.21875	1903760.046875	271846.171875	61479.09375	8462542.546875	31914320.796875	1942238.96875	120990.34375	173658.46875	214596.09375	18554.21875
CAPU	CALI	PESE	7.193338467630626	3.184119634624949e-13	0.9910939167685796	354151633.75	7852804.5625	1604624.5625	342007.0	69354.625	1815429.6875	270591.875	63462.625	8217867.25	30860718.5625	1931537.625	120446.5	170899.75	205479.0	17443.625
CALI	CAPU	PINF	5.079383077374794	1.8965443948637528e-07	0.9937870168478896	1103285518.734375	24071277.328125	5674365.703125	1016180.078125	222551.65625	5319483.453125	863074.703125	177193.03125	25352781.203125	95684618.703125	5848654.03125	370667.90625	633608.90625	571082.03125	58534.53125
CAPU	CALI	PINT	6.863488080626857	3.380296043076214e-12	0.9917193198385036	1095500872.046875	24865120.828125	4921487.328125	1030479.140625	208197.90625	5812774.640625	825035.578125	220920.65625	25429578.453125	95122380.515625	5981478.15625	375840.78125	527502.53125	666451.40625	59626.03125
CAPU	CALI	PSCH	6.338982228505138	1.1616085870969073e-10	0.9922172618576178	1081862736.375	24264510.1875	4942249.6875	1029025.125	214858.875	5658786.9375	838637.5	208323.5	25111057.375	94016579.3125	5839317.25	362568.875	517160.875	650801.75	53911.375
CALI	CASE	CAPY	5.727501482740059	5.111037260085993e-09	0.9818568475375985	378394081.15625	6396574.15625	1878191.46875	422016.28125	59009.6875	1363309.84375	358117.15625	47195.6875	3816159.71875	38857983.15625	1274369.8125	60970.3125	227445.3125	189350.5625	12596.6875
CAPY	CALI	CATH	4.9837088441771495	3.123701581841942e-07	0.017409332951506064	1152707957.0625	5677480.1875	4787306.5	10955964.5	184909.25	19935077.25	1176008.375	165052.125	1349287.5625	118483866.6875	783995.0	177353.125	633189.625	3823208.75	42484.0
CALI	CAPY	CPAR	5.421205217723697	2.9667703849156624e-08	0.056230049467299745	865279616.5	7359316.625	9368310.3125	5636468.5625	248417.0	9895667.75	1804686.0	178221.625	2032984.5625	84426739.9375	1095791.875	213244.875	1151426.0	1903128.75	59091.625
CAPY	CALI	FABR	8.458657923131236	0.0	0.9467755448598677	1041663881.453125	14999479.671875	11241823.484375	3007072.046875	355401.09375	15826351.109375	2576389.046875	403120.21875	10237531.484375	95844984.671875	2850801.46875	639424.71875	1512367.09375	1911023.21875	119262.21875
CAPY	CALI	FADE	8.356657123388695	0.0	0.9475214507027571	1077628506.359375	17835762.265625	11500066.390625	3205859.828125	394724.90625	16490968.640625	2765771.578125	478813.40625	10711743.078125	99399926.265625	3177029.53125	650903.03125	1544902.15625	1999892.15625	128797.40625
CAPY	CALI	FAFR	10.906280294847203	0.0	0.9342864185273358	1090141341.78125	15003045.21875	11821061.46875	3248154.21875	361882.8125	17154470.46875	2678356.46875	423307.3125	10779486.96875	100373075.84375	2983247.9375	686308.8125	1584494.4375	2039218.4375	124093.8125
CAPY	CALI	FAIM	7.975062572003531	7.771561172376096e-16	0.9503067024630829	1097623833.15625	17203593.15625	11707796.65625	3291105.96875	416018.0625	16958940.21875	2864280.40625	482792.0625	11026652.65625	101295152.46875	3253039.8125	682402.0625	1607454.3125	2053429.4375	136940.5625
CAPY	CALI	FAPA	8.02895322937268	4.440892098500626e-16	0.9513796289592644	1115170826.484375	16955590.078125	12021488.765625	3253421.640625	389820.03125	17073012.703125	2826143.328125	457086.15625	11186916.265625	102793572.140625	3272972.03125	693976.28125	1637287.28125	2069175.03125	131658.78125
