t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
CAHE,CAIR,FDEN,PESE,0.98436214,0.007407407,0.008230453,1215
BOER,CAOV,FDEN,PESE,0.083127572,0.093004115,0.823868313,1215
CACA,CAOV,FDEN,PESE,0.982716049,0.009053498,0.008230453,1215
CAHE,CAOV,FDEN,PESE,0.983539095,0.008230453,0.008230453,1215
CAIR,CAOV,FDEN,PESE,0.988477366,0.005761317,0.005761317,1215
BOER,CAPY,FDEN,PESE,0.088888889,0.093004115,0.818106996,1215
CACA,CAPY,FDEN,PESE,0.903703704,0.041152263,0.055144033,1215
CAHE,CAPY,FDEN,PESE,0.899588477,0.042798354,0.057613169,1215
CAIR,CAPY,FDEN,PESE,0.902057613,0.041975309,0.055967078,1215
CAOV,CAPY,FDEN,PESE,0.902057613,0.043621399,0.054320988,1215
BOER,CASE,FDEN,PESE,0.082304527,0.094650206,0.823045267,1215
CACA,CASE,FDEN,PESE,0.979423868,0.008230453,0.012345679,1215
CAHE,CASE,FDEN,PESE,0.98436214,0.006584362,0.009053498,1215
CAIR,CASE,FDEN,PESE,0.982716049,0.006584362,0.010699588,1215
CAOV,CASE,FDEN,PESE,0.986831276,0.004938272,0.008230453,1215
CAPY,CASE,FDEN,PESE,0.901234568,0.055967078,0.042798354,1215
BOER,CATH,FDEN,PESE,0.083127572,0.096296296,0.820576132,1215
CACA,CATH,FDEN,PESE,0.983539095,0.008230453,0.008230453,1215
CAHE,CATH,FDEN,PESE,0.98600823,0.008230453,0.005761317,1215
CAIR,CATH,FDEN,PESE,0.98600823,0.007407407,0.006584362,1215
CAOV,CATH,FDEN,PESE,0.98436214,0.007407407,0.008230453,1215
CAPY,CATH,FDEN,PESE,0.900411523,0.058436214,0.041152263,1215
CASE,CATH,FDEN,PESE,0.981893004,0.012345679,0.005761317,1215
BOER,FABR,FDEN,PESE,0.026337449,0.024691358,0.948971193,1215
CACA,FABR,FDEN,PESE,0.102057613,0.083950617,0.81399177,1215
CAHE,FABR,FDEN,PESE,0.103703704,0.083950617,0.812345679,1215
CAIR,FABR,FDEN,PESE,0.102057613,0.084773663,0.813168724,1215
CAOV,FABR,FDEN,PESE,0.102057613,0.085596708,0.812345679,1215
CAPY,FABR,FDEN,PESE,0.104526749,0.086419753,0.809053498,1215
CASE,FABR,FDEN,PESE,0.103703704,0.082304527,0.81399177,1215
CATH,FABR,FDEN,PESE,0.100411523,0.083950617,0.81563786,1215
BOER,FAPA,FDEN,PESE,0.017283951,0.019753086,0.962962963,1215
CACA,FAPA,FDEN,PESE,0.065020576,0.065843621,0.869135802,1215
CAHE,FAPA,FDEN,PESE,0.066666667,0.066666667,0.866666667,1215
CAIR,FAPA,FDEN,PESE,0.064197531,0.067489712,0.868312757,1215
CAOV,FAPA,FDEN,PESE,0.065843621,0.068312757,0.865843621,1215
CAPY,FAPA,FDEN,PESE,0.067489712,0.069958848,0.86255144,1215
CASE,FAPA,FDEN,PESE,0.067489712,0.065843621,0.866666667,1215
CATH,FAPA,FDEN,PESE,0.065843621,0.065843621,0.868312757,1215
FABR,FAPA,FDEN,PESE,0.266666667,0.247736626,0.485596708,1215
BOER,CACA,PAXI,PESE,0.981893004,0.009876543,0.008230453,1215
BOER,CAHE,PAXI,PESE,0.980246914,0.010699588,0.009053498,1215
CACA,CAHE,PAXI,PESE,0.995884774,0.002469136,0.001646091,1215
BOER,CAIR,PAXI,PESE,0.982716049,0.009053498,0.008230453,1215
CACA,CAIR,PAXI,PESE,0.996707819,0.001646091,0.001646091,1215
CAHE,CAIR,PAXI,PESE,0.995884774,0.001646091,0.002469136,1215
BOER,CAOV,PAXI,PESE,0.981893004,0.009053498,0.009053498,1215
CACA,CAOV,PAXI,PESE,0.995884774,0.001646091,0.002469136,1215
CAHE,CAOV,PAXI,PESE,0.994238683,0.001646091,0.004115226,1215
CAIR,CAOV,PAXI,PESE,0.996707819,0.001646091,0.001646091,1215
BOER,CAPY,PAXI,PESE,0.982716049,0.009053498,0.008230453,1215
CACA,CAPY,PAXI,PESE,0.996707819,0,0.003292181,1215
CAHE,CAPY,PAXI,PESE,0.995061728,0.000823045,0.004115226,1215
CAIR,CAPY,PAXI,PESE,0.997530864,0,0.002469136,1215
CAOV,CAPY,PAXI,PESE,0.996707819,0.000823045,0.002469136,1215
BOER,CASE,PAXI,PESE,0.981069959,0.009876543,0.009053498,1215
CACA,CASE,PAXI,PESE,0.995061728,0.001646091,0.003292181,1215
CAHE,CASE,PAXI,PESE,0.995061728,0.002469136,0.002469136,1215
CAIR,CASE,PAXI,PESE,0.995884774,0.001646091,0.002469136,1215
CAOV,CASE,PAXI,PESE,0.996707819,0.001646091,0.001646091,1215
CAPY,CASE,PAXI,PESE,0.995884774,0.003292181,0.000823045,1215
BOER,CATH,PAXI,PESE,0.981069959,0.010699588,0.008230453,1215
CACA,CATH,PAXI,PESE,0.996707819,0.001646091,0.001646091,1215
CAHE,CATH,PAXI,PESE,0.995061728,0.002469136,0.002469136,1215
CAIR,CATH,PAXI,PESE,0.996707819,0.001646091,0.001646091,1215
CAOV,CATH,PAXI,PESE,0.995061728,0.002469136,0.002469136,1215
CAPY,CATH,PAXI,PESE,0.995884774,0.004115226,0,1215
CASE,CATH,PAXI,PESE,0.994238683,0.004115226,0.001646091,1215
BOER,FABR,PAXI,PESE,0.979423868,0.012345679,0.008230453,1215
CACA,FABR,PAXI,PESE,0.990123457,0.004115226,0.005761317,1215
CAHE,FABR,PAXI,PESE,0.990123457,0.004115226,0.005761317,1215
CAIR,FABR,PAXI,PESE,0.990946502,0.004115226,0.004938272,1215
CAOV,FABR,PAXI,PESE,0.990123457,0.004938272,0.004938272,1215
CAPY,FABR,PAXI,PESE,0.990946502,0.004115226,0.004938272,1215
CASE,FABR,PAXI,PESE,0.990946502,0.004115226,0.004938272,1215
CATH,FABR,PAXI,PESE,0.989300412,0.004115226,0.006584362,1215
BOER,FAPA,PAXI,PESE,0.982716049,0.009876543,0.007407407,1215
CACA,FAPA,PAXI,PESE,0.993415638,0.001646091,0.004938272,1215
CAHE,FAPA,PAXI,PESE,0.991769547,0.002469136,0.005761317,1215
CAIR,FAPA,PAXI,PESE,0.994238683,0.001646091,0.004115226,1215
CAOV,FAPA,PAXI,PESE,0.993415638,0.002469136,0.004115226,1215
CAPY,FAPA,PAXI,PESE,0.994238683,0.001646091,0.004115226,1215
CASE,FAPA,PAXI,PESE,0.992592593,0.002469136,0.004938272,1215
CATH,FAPA,PAXI,PESE,0.992592593,0.001646091,0.005761317,1215
FABR,FAPA,PAXI,PESE,0.994238683,0.001646091,0.004115226,1215
BOER,FDEN,PAXI,PESE,0.982716049,0.009053498,0.008230453,1215
CACA,FDEN,PAXI,PESE,0.993415638,0.000823045,0.005761317,1215
CAHE,FDEN,PAXI,PESE,0.991769547,0.001646091,0.006584362,1215
CAIR,FDEN,PAXI,PESE,0.994238683,0.000823045,0.004938272,1215
CAOV,FDEN,PAXI,PESE,0.993415638,0.001646091,0.004938272,1215
CAPY,FDEN,PAXI,PESE,0.994238683,0.000823045,0.004938272,1215
CASE,FDEN,PAXI,PESE,0.992592593,0.001646091,0.005761317,1215
CATH,FDEN,PAXI,PESE,0.992592593,0.000823045,0.006584362,1215
FABR,FDEN,PAXI,PESE,0.993415638,0.001646091,0.004938272,1215
FAPA,FDEN,PAXI,PESE,0.996707819,0.000823045,0.002469136,1215
BOER,CACA,PBON,PESE,0.902057613,0.053497942,0.044444444,1215
BOER,CAHE,PBON,PESE,0.898765432,0.055967078,0.04526749,1215
CACA,CAHE,PBON,PESE,0.993415638,0.004938272,0.001646091,1215
BOER,CAIR,PBON,PESE,0.902057613,0.053497942,0.044444444,1215
CACA,CAIR,PBON,PESE,0.995061728,0.002469136,0.002469136,1215
CAHE,CAIR,PBON,PESE,0.995061728,0.001646091,0.003292181,1215
BOER,CAOV,PBON,PESE,0.902057613,0.054320988,0.043621399,1215
CACA,CAOV,PBON,PESE,0.994238683,0.004115226,0.001646091,1215
CAHE,CAOV,PBON,PESE,0.990946502,0.004938272,0.004115226,1215
CAIR,CAOV,PBON,PESE,0.994238683,0.004115226,0.001646091,1215
BOER,CAPY,PBON,PESE,0.901234568,0.054320988,0.044444444,1215
CACA,CAPY,PBON,PESE,0.991769547,0.004938272,0.003292181,1215
CAHE,CAPY,PBON,PESE,0.988477366,0.005761317,0.005761317,1215
CAIR,CAPY,PBON,PESE,0.991769547,0.004938272,0.003292181,1215
CAOV,CAPY,PBON,PESE,0.991769547,0.004115226,0.004115226,1215
BOER,CASE,PBON,PESE,0.900411523,0.055144033,0.044444444,1215
CACA,CASE,PBON,PESE,0.993415638,0.003292181,0.003292181,1215
CAHE,CASE,PBON,PESE,0.991769547,0.003292181,0.004938272,1215
CAIR,CASE,PBON,PESE,0.993415638,0.003292181,0.003292181,1215
CAOV,CASE,PBON,PESE,0.994238683,0.001646091,0.004115226,1215
CAPY,CASE,PBON,PESE,0.990123457,0.004938272,0.004938272,1215
BOER,CATH,PBON,PESE,0.900411523,0.054320988,0.04526749,1215
CACA,CATH,PBON,PESE,0.994238683,0.002469136,0.003292181,1215
CAHE,CATH,PBON,PESE,0.993415638,0.001646091,0.004938272,1215
CAIR,CATH,PBON,PESE,0.995061728,0.001646091,0.003292181,1215
CAOV,CATH,PBON,PESE,0.991769547,0.001646091,0.006584362,1215
CAPY,CATH,PBON,PESE,0.989300412,0.004115226,0.006584362,1215
CASE,CATH,PBON,PESE,0.990946502,0.004938272,0.004115226,1215
BOER,FABR,PBON,PESE,0.897942387,0.054320988,0.047736626,1215
CACA,FABR,PBON,PESE,0.976954733,0.009876543,0.013168724,1215
CAHE,FABR,PBON,PESE,0.975308642,0.009876543,0.014814815,1215
CAIR,FABR,PBON,PESE,0.976954733,0.009876543,0.013168724,1215
CAOV,FABR,PBON,PESE,0.976954733,0.009053498,0.01399177,1215
CAPY,FABR,PBON,PESE,0.976954733,0.008230453,0.014814815,1215
CASE,FABR,PBON,PESE,0.976954733,0.009053498,0.01399177,1215
CATH,FABR,PBON,PESE,0.975308642,0.011522634,0.013168724,1215
BOER,FAPA,PBON,PESE,0.900411523,0.051851852,0.047736626,1215
CACA,FAPA,PBON,PESE,0.981069959,0.006584362,0.012345679,1215
CAHE,FAPA,PBON,PESE,0.977777778,0.007407407,0.014814815,1215
CAIR,FAPA,PBON,PESE,0.981069959,0.006584362,0.012345679,1215
CAOV,FAPA,PBON,PESE,0.981069959,0.005761317,0.013168724,1215
CAPY,FAPA,PBON,PESE,0.980246914,0.004938272,0.014814815,1215
CASE,FAPA,PBON,PESE,0.981069959,0.005761317,0.013168724,1215
CATH,FAPA,PBON,PESE,0.978600823,0.008230453,0.013168724,1215
FABR,FAPA,PBON,PESE,0.990123457,0.005761317,0.004115226,1215
BOER,FDEN,PBON,PESE,0.898765432,0.052674897,0.048559671,1215
CACA,FDEN,PBON,PESE,0.977777778,0.009053498,0.013168724,1215
CAHE,FDEN,PBON,PESE,0.974485597,0.009876543,0.01563786,1215
CAIR,FDEN,PBON,PESE,0.977777778,0.009053498,0.013168724,1215
CAOV,FDEN,PBON,PESE,0.977777778,0.008230453,0.01399177,1215
CAPY,FDEN,PBON,PESE,0.977777778,0.006584362,0.01563786,1215
CASE,FDEN,PBON,PESE,0.976131687,0.009053498,0.014814815,1215
CATH,FDEN,PBON,PESE,0.975308642,0.010699588,0.01399177,1215
FABR,FDEN,PBON,PESE,0.986831276,0.007407407,0.005761317,1215
FAPA,FDEN,PBON,PESE,0.990123457,0.005761317,0.004115226,1215
BOER,PAXI,PBON,PESE,0.058436214,0.904526749,0.037037037,1215
CACA,PAXI,PBON,PESE,0.055144033,0.910288066,0.034567901,1215
CAHE,PAXI,PBON,PESE,0.055967078,0.908641975,0.035390947,1215
CAIR,PAXI,PBON,PESE,0.055967078,0.909465021,0.034567901,1215
CAOV,PAXI,PBON,PESE,0.056790123,0.908641975,0.034567901,1215
CAPY,PAXI,PBON,PESE,0.055967078,0.909465021,0.034567901,1215
CASE,PAXI,PBON,PESE,0.056790123,0.90781893,0.035390947,1215
CATH,PAXI,PBON,PESE,0.055144033,0.909465021,0.035390947,1215
FABR,PAXI,PBON,PESE,0.055144033,0.908641975,0.036213992,1215
FAPA,PAXI,PBON,PESE,0.055967078,0.908641975,0.035390947,1215
FDEN,PAXI,PBON,PESE,0.056790123,0.90781893,0.035390947,1215
BOER,CACA,PCOR,PESE,0.918518519,0.041152263,0.040329218,1215
BOER,CAHE,PCOR,PESE,0.915226337,0.043621399,0.041152263,1215
CACA,CAHE,PCOR,PESE,0.994238683,0.004115226,0.001646091,1215
BOER,CAIR,PCOR,PESE,0.917695473,0.041152263,0.041152263,1215
CACA,CAIR,PCOR,PESE,0.995061728,0.001646091,0.003292181,1215
CAHE,CAIR,PCOR,PESE,0.994238683,0.001646091,0.004115226,1215
BOER,CAOV,PCOR,PESE,0.919341564,0.041152263,0.039506173,1215
CACA,CAOV,PCOR,PESE,0.996707819,0.002469136,0.000823045,1215
CAHE,CAOV,PCOR,PESE,0.993415638,0.003292181,0.003292181,1215
CAIR,CAOV,PCOR,PESE,0.995884774,0.003292181,0.000823045,1215
BOER,CAPY,PCOR,PESE,0.917695473,0.041975309,0.040329218,1215
CACA,CAPY,PCOR,PESE,0.991769547,0.004938272,0.003292181,1215
CAHE,CAPY,PCOR,PESE,0.988477366,0.005761317,0.005761317,1215
CAIR,CAPY,PCOR,PESE,0.990946502,0.005761317,0.003292181,1215
CAOV,CAPY,PCOR,PESE,0.992592593,0.004115226,0.003292181,1215
BOER,CASE,PCOR,PESE,0.917695473,0.042798354,0.039506173,1215
CACA,CASE,PCOR,PESE,0.995061728,0.003292181,0.001646091,1215
CAHE,CASE,PCOR,PESE,0.993415638,0.003292181,0.003292181,1215
CAIR,CASE,PCOR,PESE,0.994238683,0.004115226,0.001646091,1215
CAOV,CASE,PCOR,PESE,0.995884774,0.001646091,0.002469136,1215
CAPY,CASE,PCOR,PESE,0.990946502,0.004938272,0.004115226,1215
BOER,CATH,PCOR,PESE,0.916872428,0.041975309,0.041152263,1215
CACA,CATH,PCOR,PESE,0.995061728,0.002469136,0.002469136,1215
CAHE,CATH,PCOR,PESE,0.994238683,0.001646091,0.004115226,1215
CAIR,CATH,PCOR,PESE,0.995061728,0.002469136,0.002469136,1215
CAOV,CATH,PCOR,PESE,0.994238683,0.000823045,0.004938272,1215
CAPY,CATH,PCOR,PESE,0.989300412,0.004115226,0.006584362,1215
CASE,CATH,PCOR,PESE,0.992592593,0.003292181,0.004115226,1215
BOER,FABR,PCOR,PESE,0.915226337,0.043621399,0.041152263,1215
CACA,FABR,PCOR,PESE,0.981893004,0.010699588,0.007407407,1215
CAHE,FABR,PCOR,PESE,0.980246914,0.010699588,0.009053498,1215
CAIR,FABR,PCOR,PESE,0.981069959,0.011522634,0.007407407,1215
CAOV,FABR,PCOR,PESE,0.982716049,0.009876543,0.007407407,1215
CAPY,FABR,PCOR,PESE,0.981893004,0.009876543,0.008230453,1215
CASE,FABR,PCOR,PESE,0.982716049,0.009053498,0.008230453,1215
CATH,FABR,PCOR,PESE,0.980246914,0.012345679,0.007407407,1215
BOER,FAPA,PCOR,PESE,0.917695473,0.041975309,0.040329218,1215
CACA,FAPA,PCOR,PESE,0.98600823,0.008230453,0.005761317,1215
CAHE,FAPA,PCOR,PESE,0.982716049,0.009053498,0.008230453,1215
CAIR,FAPA,PCOR,PESE,0.985185185,0.009053498,0.005761317,1215
CAOV,FAPA,PCOR,PESE,0.986831276,0.007407407,0.005761317,1215
CAPY,FAPA,PCOR,PESE,0.985185185,0.007407407,0.007407407,1215
CASE,FAPA,PCOR,PESE,0.986831276,0.006584362,0.006584362,1215
CATH,FAPA,PCOR,PESE,0.983539095,0.009876543,0.006584362,1215
FABR,FAPA,PCOR,PESE,0.991769547,0.004938272,0.003292181,1215
BOER,FDEN,PCOR,PESE,0.916872428,0.041975309,0.041152263,1215
CACA,FDEN,PCOR,PESE,0.98436214,0.009053498,0.006584362,1215
CAHE,FDEN,PCOR,PESE,0.981069959,0.009876543,0.009053498,1215
CAIR,FDEN,PCOR,PESE,0.983539095,0.009876543,0.006584362,1215
CAOV,FDEN,PCOR,PESE,0.985185185,0.008230453,0.006584362,1215
CAPY,FDEN,PCOR,PESE,0.983539095,0.007407407,0.009053498,1215
CASE,FDEN,PCOR,PESE,0.983539095,0.008230453,0.008230453,1215
CATH,FDEN,PCOR,PESE,0.981893004,0.010699588,0.007407407,1215
FABR,FDEN,PCOR,PESE,0.989300412,0.004938272,0.005761317,1215
FAPA,FDEN,PCOR,PESE,0.991769547,0.004115226,0.004115226,1215
BOER,PAXI,PCOR,PESE,0.067489712,0.89382716,0.038683128,1215
CACA,PAXI,PCOR,PESE,0.064197531,0.900411523,0.035390947,1215
CAHE,PAXI,PCOR,PESE,0.064197531,0.899588477,0.036213992,1215
CAIR,PAXI,PCOR,PESE,0.065020576,0.899588477,0.035390947,1215
CAOV,PAXI,PCOR,PESE,0.065020576,0.899588477,0.035390947,1215
CAPY,PAXI,PCOR,PESE,0.065020576,0.899588477,0.035390947,1215
CASE,PAXI,PCOR,PESE,0.064197531,0.899588477,0.036213992,1215
CATH,PAXI,PCOR,PESE,0.064197531,0.899588477,0.036213992,1215
FABR,PAXI,PCOR,PESE,0.063374486,0.899588477,0.037037037,1215
FAPA,PAXI,PCOR,PESE,0.065020576,0.898765432,0.036213992,1215
FDEN,PAXI,PCOR,PESE,0.065843621,0.897942387,0.036213992,1215
BOER,PBON,PCOR,PESE,0.254320988,0.156378601,0.589300412,1215
CACA,PBON,PCOR,PESE,0.24691358,0.156378601,0.596707819,1215
CAHE,PBON,PCOR,PESE,0.24691358,0.156378601,0.596707819,1215
CAIR,PBON,PCOR,PESE,0.247736626,0.155555556,0.596707819,1215
CAOV,PBON,PCOR,PESE,0.24691358,0.155555556,0.597530864,1215
CAPY,PBON,PCOR,PESE,0.246090535,0.155555556,0.598353909,1215
CASE,PBON,PCOR,PESE,0.24691358,0.15473251,0.598353909,1215
CATH,PBON,PCOR,PESE,0.247736626,0.156378601,0.595884774,1215
FABR,PBON,PCOR,PESE,0.24526749,0.155555556,0.599176955,1215
FAPA,PBON,PCOR,PESE,0.24691358,0.15473251,0.598353909,1215
FDEN,PBON,PCOR,PESE,0.246090535,0.155555556,0.598353909,1215
PAXI,PBON,PCOR,PESE,0.042798354,0.043621399,0.913580247,1215
BOER,CACA,PEEX,PESE,0.981069959,0.010699588,0.008230453,1215
BOER,CAHE,PEEX,PESE,0.980246914,0.011522634,0.008230453,1215
CACA,CAHE,PEEX,PESE,0.994238683,0.003292181,0.002469136,1215
BOER,CAIR,PEEX,PESE,0.981893004,0.009876543,0.008230453,1215
CACA,CAIR,PEEX,PESE,0.994238683,0.001646091,0.004115226,1215
CAHE,CAIR,PEEX,PESE,0.994238683,0.000823045,0.004938272,1215
BOER,CAOV,PEEX,PESE,0.981893004,0.009876543,0.008230453,1215
CACA,CAOV,PEEX,PESE,0.994238683,0.003292181,0.002469136,1215
CAHE,CAOV,PEEX,PESE,0.993415638,0.002469136,0.004115226,1215
CAIR,CAOV,PEEX,PESE,0.995884774,0.003292181,0.000823045,1215
BOER,CAPY,PEEX,PESE,0.981893004,0.009876543,0.008230453,1215
CACA,CAPY,PEEX,PESE,0.992592593,0.004115226,0.003292181,1215
CAHE,CAPY,PEEX,PESE,0.991769547,0.004115226,0.004115226,1215
CAIR,CAPY,PEEX,PESE,0.993415638,0.004115226,0.002469136,1215
CAOV,CAPY,PEEX,PESE,0.993415638,0.004115226,0.002469136,1215
BOER,CASE,PEEX,PESE,0.981069959,0.010699588,0.008230453,1215
CACA,CASE,PEEX,PESE,0.993415638,0.003292181,0.003292181,1215
CAHE,CASE,PEEX,PESE,0.994238683,0.002469136,0.003292181,1215
CAIR,CASE,PEEX,PESE,0.994238683,0.004115226,0.001646091,1215
CAOV,CASE,PEEX,PESE,0.994238683,0.002469136,0.003292181,1215
CAPY,CASE,PEEX,PESE,0.992592593,0.003292181,0.004115226,1215
BOER,CATH,PEEX,PESE,0.980246914,0.010699588,0.009053498,1215
CACA,CATH,PEEX,PESE,0.994238683,0.001646091,0.004115226,1215
CAHE,CATH,PEEX,PESE,0.994238683,0.001646091,0.004115226,1215
CAIR,CATH,PEEX,PESE,0.995061728,0.002469136,0.002469136,1215
CAOV,CATH,PEEX,PESE,0.994238683,0.000823045,0.004938272,1215
CAPY,CATH,PEEX,PESE,0.991769547,0.003292181,0.004938272,1215
CASE,CATH,PEEX,PESE,0.992592593,0.004115226,0.003292181,1215
BOER,FABR,PEEX,PESE,0.978600823,0.011522634,0.009876543,1215
CACA,FABR,PEEX,PESE,0.987654321,0.005761317,0.006584362,1215
CAHE,FABR,PEEX,PESE,0.988477366,0.004938272,0.006584362,1215
CAIR,FABR,PEEX,PESE,0.988477366,0.005761317,0.005761317,1215
CAOV,FABR,PEEX,PESE,0.988477366,0.005761317,0.005761317,1215
CAPY,FABR,PEEX,PESE,0.990123457,0.004115226,0.005761317,1215
CASE,FABR,PEEX,PESE,0.989300412,0.004938272,0.005761317,1215
CATH,FABR,PEEX,PESE,0.986831276,0.006584362,0.006584362,1215
BOER,FAPA,PEEX,PESE,0.981893004,0.009876543,0.008230453,1215
CACA,FAPA,PEEX,PESE,0.990946502,0.004115226,0.004938272,1215
CAHE,FAPA,PEEX,PESE,0.990123457,0.004115226,0.005761317,1215
CAIR,FAPA,PEEX,PESE,0.991769547,0.004115226,0.004115226,1215
CAOV,FAPA,PEEX,PESE,0.991769547,0.004115226,0.004115226,1215
CAPY,FAPA,PEEX,PESE,0.993415638,0.002469136,0.004115226,1215
CASE,FAPA,PEEX,PESE,0.990946502,0.004115226,0.004938272,1215
CATH,FAPA,PEEX,PESE,0.990123457,0.004938272,0.004938272,1215
FABR,FAPA,PEEX,PESE,0.994238683,0.003292181,0.002469136,1215
BOER,FDEN,PEEX,PESE,0.981069959,0.010699588,0.008230453,1215
CACA,FDEN,PEEX,PESE,0.990946502,0.004115226,0.004938272,1215
CAHE,FDEN,PEEX,PESE,0.990123457,0.004115226,0.005761317,1215
CAIR,FDEN,PEEX,PESE,0.991769547,0.004115226,0.004115226,1215
CAOV,FDEN,PEEX,PESE,0.991769547,0.004115226,0.004115226,1215
CAPY,FDEN,PEEX,PESE,0.992592593,0.002469136,0.004938272,1215
CASE,FDEN,PEEX,PESE,0.990946502,0.004115226,0.004938272,1215
CATH,FDEN,PEEX,PESE,0.990123457,0.004938272,0.004938272,1215
FABR,FDEN,PEEX,PESE,0.993415638,0.003292181,0.003292181,1215
FAPA,FDEN,PEEX,PESE,0.996707819,0.001646091,0.001646091,1215
BOER,PAXI,PEEX,PESE,0.46090535,0.281481481,0.257613169,1215
CACA,PAXI,PEEX,PESE,0.460082305,0.282304527,0.257613169,1215
CAHE,PAXI,PEEX,PESE,0.460082305,0.281481481,0.258436214,1215
CAIR,PAXI,PEEX,PESE,0.460082305,0.282304527,0.257613169,1215
CAOV,PAXI,PEEX,PESE,0.460082305,0.282304527,0.257613169,1215
CAPY,PAXI,PEEX,PESE,0.460082305,0.282304527,0.257613169,1215
CASE,PAXI,PEEX,PESE,0.460082305,0.281481481,0.258436214,1215
CATH,PAXI,PEEX,PESE,0.459259259,0.283127572,0.257613169,1215
FABR,PAXI,PEEX,PESE,0.458436214,0.283127572,0.258436214,1215
FAPA,PAXI,PEEX,PESE,0.460082305,0.282304527,0.257613169,1215
FDEN,PAXI,PEEX,PESE,0.460082305,0.282304527,0.257613169,1215
BOER,PBON,PEEX,PESE,0.90617284,0.044444444,0.049382716,1215
CACA,PBON,PEEX,PESE,0.912757202,0.039506173,0.047736626,1215
CAHE,PBON,PEEX,PESE,0.912757202,0.038683128,0.048559671,1215
CAIR,PBON,PEEX,PESE,0.911934156,0.040329218,0.047736626,1215
CAOV,PBON,PEEX,PESE,0.911934156,0.040329218,0.047736626,1215
CAPY,PBON,PEEX,PESE,0.911111111,0.040329218,0.048559671,1215
CASE,PBON,PEEX,PESE,0.911934156,0.039506173,0.048559671,1215
CATH,PBON,PEEX,PESE,0.911934156,0.040329218,0.047736626,1215
FABR,PBON,PEEX,PESE,0.909465021,0.040329218,0.050205761,1215
FAPA,PBON,PEEX,PESE,0.909465021,0.041152263,0.049382716,1215
FDEN,PBON,PEEX,PESE,0.908641975,0.041152263,0.050205761,1215
PAXI,PBON,PEEX,PESE,0.451851852,0.26090535,0.287242798,1215
BOER,PCOR,PEEX,PESE,0.894650206,0.052674897,0.052674897,1215
CACA,PCOR,PEEX,PESE,0.901234568,0.04691358,0.051851852,1215
CAHE,PCOR,PEEX,PESE,0.901234568,0.046090535,0.052674897,1215
CAIR,PCOR,PEEX,PESE,0.900411523,0.047736626,0.051851852,1215
CAOV,PCOR,PEEX,PESE,0.900411523,0.047736626,0.051851852,1215
CAPY,PCOR,PEEX,PESE,0.899588477,0.047736626,0.052674897,1215
CASE,PCOR,PEEX,PESE,0.900411523,0.04691358,0.052674897,1215
CATH,PCOR,PEEX,PESE,0.900411523,0.047736626,0.051851852,1215
FABR,PCOR,PEEX,PESE,0.897119342,0.048559671,0.054320988,1215
FAPA,PCOR,PEEX,PESE,0.897942387,0.048559671,0.053497942,1215
FDEN,PCOR,PEEX,PESE,0.897942387,0.047736626,0.054320988,1215
PAXI,PCOR,PEEX,PESE,0.452674897,0.256790123,0.290534979,1215
PBON,PCOR,PEEX,PESE,0.919341564,0.040329218,0.040329218,1215
BOER,CACA,PEPA,PESE,0.080658436,0.099588477,0.819753086,1215
BOER,CAHE,PEPA,PESE,0.080658436,0.102880658,0.816460905,1215
CACA,CAHE,PEPA,PESE,0.972839506,0.010699588,0.016460905,1215
BOER,CAIR,PEPA,PESE,0.080658436,0.101234568,0.818106996,1215
CACA,CAIR,PEPA,PESE,0.981893004,0.010699588,0.007407407,1215
CAHE,CAIR,PEPA,PESE,0.977777778,0.01399177,0.008230453,1215
BOER,CAOV,PEPA,PESE,0.080658436,0.099588477,0.819753086,1215
CACA,CAOV,PEPA,PESE,0.977777778,0.009876543,0.012345679,1215
CAHE,CAOV,PEPA,PESE,0.977777778,0.011522634,0.010699588,1215
CAIR,CAOV,PEPA,PESE,0.981893004,0.008230453,0.009876543,1215
BOER,CAPY,PEPA,PESE,0.085596708,0.097942387,0.816460905,1215
CACA,CAPY,PEPA,PESE,0.898765432,0.041975309,0.059259259,1215
CAHE,CAPY,PEPA,PESE,0.893004115,0.04691358,0.060082305,1215
CAIR,CAPY,PEPA,PESE,0.897119342,0.042798354,0.060082305,1215
CAOV,CAPY,PEPA,PESE,0.895473251,0.046090535,0.058436214,1215
BOER,CASE,PEPA,PESE,0.079835391,0.101234568,0.818930041,1215
CACA,CASE,PEPA,PESE,0.977777778,0.008230453,0.01399177,1215
CAHE,CASE,PEPA,PESE,0.976131687,0.011522634,0.012345679,1215
CAIR,CASE,PEPA,PESE,0.979423868,0.007407407,0.013168724,1215
CAOV,CASE,PEPA,PESE,0.981893004,0.008230453,0.009876543,1215
CAPY,CASE,PEPA,PESE,0.894650206,0.060082305,0.04526749,1215
BOER,CATH,PEPA,PESE,0.080658436,0.102880658,0.816460905,1215
CACA,CATH,PEPA,PESE,0.979423868,0.008230453,0.012345679,1215
CAHE,CATH,PEPA,PESE,0.978600823,0.012345679,0.009053498,1215
CAIR,CATH,PEPA,PESE,0.981069959,0.006584362,0.012345679,1215
CAOV,CATH,PEPA,PESE,0.978600823,0.010699588,0.010699588,1215
CAPY,CATH,PEPA,PESE,0.896296296,0.06090535,0.042798354,1215
CASE,CATH,PEPA,PESE,0.979423868,0.011522634,0.009053498,1215
BOER,FABR,PEPA,PESE,0.028806584,0.02962963,0.941563786,1215
