t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
CAIR,CATH,PBON,PEEX,0.995061728,0.001646091,0.003292181,1215
CAOV,CATH,PBON,PEEX,0.992592593,0.003292181,0.004115226,1215
CAPY,CATH,PBON,PEEX,0.988477366,0.004938272,0.006584362,1215
CASE,CATH,PBON,PEEX,0.990946502,0.004938272,0.004115226,1215
BOER,FABR,PBON,PEEX,0.899588477,0.052674897,0.047736626,1215
CACA,FABR,PBON,PEEX,0.976131687,0.009053498,0.014814815,1215
CAHE,FABR,PBON,PEEX,0.974485597,0.009876543,0.01563786,1215
CAIR,FABR,PBON,PEEX,0.976131687,0.009053498,0.014814815,1215
CAOV,FABR,PBON,PEEX,0.976131687,0.008230453,0.01563786,1215
CAPY,FABR,PBON,PEEX,0.976954733,0.007407407,0.01563786,1215
CASE,FABR,PBON,PEEX,0.976131687,0.009053498,0.014814815,1215
CATH,FABR,PBON,PEEX,0.974485597,0.010699588,0.014814815,1215
BOER,FAPA,PBON,PEEX,0.902057613,0.051851852,0.046090535,1215
CACA,FAPA,PBON,PEEX,0.980246914,0.007407407,0.012345679,1215
CAHE,FAPA,PBON,PEEX,0.976954733,0.009053498,0.01399177,1215
CAIR,FAPA,PBON,PEEX,0.980246914,0.007407407,0.012345679,1215
CAOV,FAPA,PBON,PEEX,0.980246914,0.006584362,0.013168724,1215
CAPY,FAPA,PBON,PEEX,0.980246914,0.005761317,0.01399177,1215
CASE,FAPA,PBON,PEEX,0.980246914,0.007407407,0.012345679,1215
CATH,FAPA,PBON,PEEX,0.977777778,0.009053498,0.013168724,1215
FABR,FAPA,PBON,PEEX,0.989300412,0.007407407,0.003292181,1215
BOER,FDEN,PBON,PEEX,0.900411523,0.052674897,0.04691358,1215
CACA,FDEN,PBON,PEEX,0.977777778,0.009876543,0.012345679,1215
CAHE,FDEN,PBON,PEEX,0.974485597,0.011522634,0.01399177,1215
CAIR,FDEN,PBON,PEEX,0.977777778,0.009876543,0.012345679,1215
CAOV,FDEN,PBON,PEEX,0.977777778,0.009053498,0.013168724,1215
CAPY,FDEN,PBON,PEEX,0.977777778,0.008230453,0.01399177,1215
CASE,FDEN,PBON,PEEX,0.976131687,0.010699588,0.013168724,1215
CATH,FDEN,PBON,PEEX,0.975308642,0.011522634,0.013168724,1215
FABR,FDEN,PBON,PEEX,0.98600823,0.009876543,0.004115226,1215
FAPA,FDEN,PBON,PEEX,0.989300412,0.006584362,0.004115226,1215
BOER,PAXI,PBON,PEEX,0.06090535,0.906995885,0.032098765,1215
CACA,PAXI,PBON,PEEX,0.056790123,0.911111111,0.032098765,1215
CAHE,PAXI,PBON,PEEX,0.058436214,0.910288066,0.03127572,1215
CAIR,PAXI,PBON,PEEX,0.056790123,0.911111111,0.032098765,1215
CAOV,PAXI,PBON,PEEX,0.057613169,0.910288066,0.032098765,1215
CAPY,PAXI,PBON,PEEX,0.057613169,0.910288066,0.032098765,1215
CASE,PAXI,PBON,PEEX,0.058436214,0.910288066,0.03127572,1215
CATH,PAXI,PBON,PEEX,0.056790123,0.910288066,0.032921811,1215
FABR,PAXI,PBON,PEEX,0.055967078,0.912757202,0.03127572,1215
FAPA,PAXI,PBON,PEEX,0.056790123,0.911111111,0.032098765,1215
FDEN,PAXI,PBON,PEEX,0.058436214,0.909465021,0.032098765,1215
BOER,CACA,PCOR,PEEX,0.916872428,0.041975309,0.041152263,1215
BOER,CAHE,PCOR,PEEX,0.913580247,0.043621399,0.042798354,1215
CACA,CAHE,PCOR,PEEX,0.994238683,0.003292181,0.002469136,1215
BOER,CAIR,PCOR,PEEX,0.916049383,0.041975309,0.041975309,1215
CACA,CAIR,PCOR,PEEX,0.995061728,0.002469136,0.002469136,1215
CAHE,CAIR,PCOR,PEEX,0.993415638,0.004115226,0.002469136,1215
BOER,CAOV,PCOR,PEEX,0.917695473,0.041975309,0.040329218,1215
CACA,CAOV,PCOR,PEEX,0.996707819,0.001646091,0.001646091,1215
CAHE,CAOV,PCOR,PEEX,0.993415638,0.004115226,0.002469136,1215
CAIR,CAOV,PCOR,PEEX,0.996707819,0.001646091,0.001646091,1215
BOER,CAPY,PCOR,PEEX,0.916872428,0.042798354,0.040329218,1215
CACA,CAPY,PCOR,PEEX,0.992592593,0.004115226,0.003292181,1215
CAHE,CAPY,PCOR,PEEX,0.989300412,0.005761317,0.004938272,1215
CAIR,CAPY,PCOR,PEEX,0.991769547,0.004938272,0.003292181,1215
CAOV,CAPY,PCOR,PEEX,0.993415638,0.003292181,0.003292181,1215
BOER,CASE,PCOR,PEEX,0.916049383,0.042798354,0.041152263,1215
CACA,CASE,PCOR,PEEX,0.995061728,0.002469136,0.002469136,1215
CAHE,CASE,PCOR,PEEX,0.993415638,0.003292181,0.003292181,1215
CAIR,CASE,PCOR,PEEX,0.994238683,0.002469136,0.003292181,1215
CAOV,CASE,PCOR,PEEX,0.995884774,0.001646091,0.002469136,1215
CAPY,CASE,PCOR,PEEX,0.991769547,0.004115226,0.004115226,1215
BOER,CATH,PCOR,PEEX,0.915226337,0.042798354,0.041975309,1215
CACA,CATH,PCOR,PEEX,0.995061728,0.003292181,0.001646091,1215
CAHE,CATH,PCOR,PEEX,0.993415638,0.003292181,0.003292181,1215
CAIR,CATH,PCOR,PEEX,0.995061728,0.002469136,0.002469136,1215
CAOV,CATH,PCOR,PEEX,0.995061728,0.002469136,0.002469136,1215
CAPY,CATH,PCOR,PEEX,0.990123457,0.004115226,0.005761317,1215
CASE,CATH,PCOR,PEEX,0.992592593,0.003292181,0.004115226,1215
BOER,FABR,PCOR,PEEX,0.914403292,0.043621399,0.041975309,1215
CACA,FABR,PCOR,PEEX,0.982716049,0.009876543,0.007407407,1215
CAHE,FABR,PCOR,PEEX,0.981069959,0.010699588,0.008230453,1215
CAIR,FABR,PCOR,PEEX,0.981893004,0.010699588,0.007407407,1215
CAOV,FABR,PCOR,PEEX,0.983539095,0.009053498,0.007407407,1215
CAPY,FABR,PCOR,PEEX,0.983539095,0.009053498,0.007407407,1215
CASE,FABR,PCOR,PEEX,0.983539095,0.009053498,0.007407407,1215
CATH,FABR,PCOR,PEEX,0.981069959,0.011522634,0.007407407,1215
BOER,FAPA,PCOR,PEEX,0.916872428,0.042798354,0.040329218,1215
CACA,FAPA,PCOR,PEEX,0.986831276,0.008230453,0.004938272,1215
CAHE,FAPA,PCOR,PEEX,0.983539095,0.009876543,0.006584362,1215
CAIR,FAPA,PCOR,PEEX,0.98600823,0.009053498,0.004938272,1215
CAOV,FAPA,PCOR,PEEX,0.987654321,0.007407407,0.004938272,1215
CAPY,FAPA,PCOR,PEEX,0.986831276,0.007407407,0.005761317,1215
CASE,FAPA,PCOR,PEEX,0.987654321,0.007407407,0.004938272,1215
CATH,FAPA,PCOR,PEEX,0.98436214,0.009876543,0.005761317,1215
FABR,FAPA,PCOR,PEEX,0.992592593,0.004938272,0.002469136,1215
BOER,FDEN,PCOR,PEEX,0.916049383,0.041975309,0.041975309,1215
CACA,FDEN,PCOR,PEEX,0.98436214,0.009053498,0.006584362,1215
CAHE,FDEN,PCOR,PEEX,0.981069959,0.010699588,0.008230453,1215
CAIR,FDEN,PCOR,PEEX,0.983539095,0.009876543,0.006584362,1215
CAOV,FDEN,PCOR,PEEX,0.985185185,0.008230453,0.006584362,1215
CAPY,FDEN,PCOR,PEEX,0.985185185,0.007407407,0.007407407,1215
CASE,FDEN,PCOR,PEEX,0.983539095,0.009053498,0.007407407,1215
CATH,FDEN,PCOR,PEEX,0.981893004,0.010699588,0.007407407,1215
FABR,FDEN,PCOR,PEEX,0.990123457,0.004938272,0.004938272,1215
FAPA,FDEN,PCOR,PEEX,0.992592593,0.003292181,0.004115226,1215
BOER,PAXI,PCOR,PEEX,0.072427984,0.891358025,0.036213992,1215
CACA,PAXI,PCOR,PEEX,0.068312757,0.897942387,0.033744856,1215
CAHE,PAXI,PCOR,PEEX,0.069135802,0.897942387,0.032921811,1215
CAIR,PAXI,PCOR,PEEX,0.068312757,0.897942387,0.033744856,1215
CAOV,PAXI,PCOR,PEEX,0.068312757,0.897942387,0.033744856,1215
CAPY,PAXI,PCOR,PEEX,0.069135802,0.897119342,0.033744856,1215
CASE,PAXI,PCOR,PEEX,0.068312757,0.898765432,0.032921811,1215
CATH,PAXI,PCOR,PEEX,0.068312757,0.897119342,0.034567901,1215
FABR,PAXI,PCOR,PEEX,0.066666667,0.899588477,0.033744856,1215
FAPA,PAXI,PCOR,PEEX,0.068312757,0.897942387,0.033744856,1215
FDEN,PAXI,PCOR,PEEX,0.069958848,0.897119342,0.032921811,1215
BOER,PBON,PCOR,PEEX,0.253497942,0.158024691,0.588477366,1215
CACA,PBON,PCOR,PEEX,0.249382716,0.158024691,0.592592593,1215
CAHE,PBON,PCOR,PEEX,0.250205761,0.158847737,0.590946502,1215
CAIR,PBON,PCOR,PEEX,0.250205761,0.157201646,0.592592593,1215
CAOV,PBON,PCOR,PEEX,0.249382716,0.157201646,0.593415638,1215
CAPY,PBON,PCOR,PEEX,0.248559671,0.157201646,0.594238683,1215
CASE,PBON,PCOR,PEEX,0.250205761,0.157201646,0.592592593,1215
CATH,PBON,PCOR,PEEX,0.250205761,0.158024691,0.591769547,1215
FABR,PBON,PCOR,PEEX,0.249382716,0.158024691,0.592592593,1215
FAPA,PBON,PCOR,PEEX,0.249382716,0.156378601,0.594238683,1215
FDEN,PBON,PCOR,PEEX,0.248559671,0.158024691,0.593415638,1215
PAXI,PBON,PCOR,PEEX,0.043621399,0.039506173,0.916872428,1215
BOER,CACA,CAHE,PEPA,0.019753086,0.010699588,0.969547325,1215
BOER,CACA,CAIR,PEPA,0.010699588,0.012345679,0.976954733,1215
BOER,CAHE,CAIR,PEPA,0.010699588,0.017283951,0.972016461,1215
CACA,CAHE,CAIR,PEPA,0.2781893,0.274074074,0.447736626,1215
BOER,CACA,CAOV,PEPA,0.016460905,0.009053498,0.974485597,1215
BOER,CAHE,CAOV,PEPA,0.011522634,0.013168724,0.975308642,1215
CACA,CAHE,CAOV,PEPA,0.26255144,0.26255144,0.474897119,1215
BOER,CAIR,CAOV,PEPA,0.011522634,0.009053498,0.979423868,1215
CACA,CAIR,CAOV,PEPA,0.271604938,0.273251029,0.455144033,1215
CAHE,CAIR,CAOV,PEPA,0.306995885,0.363786008,0.329218107,1215
BOER,CACA,CAPY,PEPA,0.069135802,0.043621399,0.887242798,1215
BOER,CAHE,CAPY,PEPA,0.068312757,0.050205761,0.881481481,1215
CACA,CAHE,CAPY,PEPA,0.922633745,0.040329218,0.037037037,1215
BOER,CAIR,CAPY,PEPA,0.068312757,0.046090535,0.885596708,1215
CACA,CAIR,CAPY,PEPA,0.926748971,0.025514403,0.047736626,1215
CAHE,CAIR,CAPY,PEPA,0.924279835,0.027983539,0.047736626,1215
BOER,CAOV,CAPY,PEPA,0.066666667,0.048559671,0.884773663,1215
CACA,CAOV,CAPY,PEPA,0.919341564,0.02962963,0.051028807,1215
CAHE,CAOV,CAPY,PEPA,0.92345679,0.027983539,0.048559671,1215
CAIR,CAOV,CAPY,PEPA,0.928395062,0.039506173,0.032098765,1215
BOER,CACA,CASE,PEPA,0.018106996,0.007407407,0.974485597,1215
BOER,CAHE,CASE,PEPA,0.01399177,0.011522634,0.974485597,1215
CACA,CAHE,CASE,PEPA,0.283127572,0.30617284,0.410699588,1215
BOER,CAIR,CASE,PEPA,0.016460905,0.009053498,0.974485597,1215
CACA,CAIR,CASE,PEPA,0.293004115,0.314403292,0.392592593,1215
CAHE,CAIR,CASE,PEPA,0.379423868,0.324279835,0.296296296,1215
BOER,CAOV,CASE,PEPA,0.013168724,0.008230453,0.978600823,1215
CACA,CAOV,CASE,PEPA,0.27654321,0.3218107,0.401646091,1215
CAHE,CAOV,CASE,PEPA,0.409876543,0.302057613,0.288065844,1215
CAIR,CAOV,CASE,PEPA,0.405761317,0.285596708,0.308641975,1215
BOER,CAPY,CASE,PEPA,0.048559671,0.067489712,0.883950617,1215
CACA,CAPY,CASE,PEPA,0.033744856,0.915226337,0.051028807,1215
CAHE,CAPY,CASE,PEPA,0.028806584,0.920164609,0.051028807,1215
CAIR,CAPY,CASE,PEPA,0.041975309,0.917695473,0.040329218,1215
CAOV,CAPY,CASE,PEPA,0.032098765,0.929218107,0.038683128,1215
BOER,CACA,CATH,PEPA,0.017283951,0.009053498,0.973662551,1215
BOER,CAHE,CATH,PEPA,0.013168724,0.014814815,0.972016461,1215
CACA,CAHE,CATH,PEPA,0.265020576,0.297942387,0.437037037,1215
BOER,CAIR,CATH,PEPA,0.01399177,0.008230453,0.977777778,1215
CACA,CAIR,CATH,PEPA,0.271604938,0.279835391,0.448559671,1215
CAHE,CAIR,CATH,PEPA,0.33744856,0.341563786,0.320987654,1215
BOER,CAOV,CATH,PEPA,0.013168724,0.011522634,0.975308642,1215
CACA,CAOV,CATH,PEPA,0.265020576,0.275720165,0.459259259,1215
CAHE,CAOV,CATH,PEPA,0.342386831,0.318518519,0.33909465,1215
CAIR,CAOV,CATH,PEPA,0.344032922,0.317695473,0.338271605,1215
BOER,CAPY,CATH,PEPA,0.04526749,0.069135802,0.885596708,1215
CACA,CAPY,CATH,PEPA,0.02962963,0.929218107,0.041152263,1215
CAHE,CAPY,CATH,PEPA,0.035390947,0.926748971,0.037860082,1215
CAIR,CAPY,CATH,PEPA,0.047736626,0.925925926,0.026337449,1215
CAOV,CAPY,CATH,PEPA,0.042798354,0.922633745,0.034567901,1215
BOER,CASE,CATH,PEPA,0.011522634,0.01399177,0.974485597,1215
CACA,CASE,CATH,PEPA,0.319341564,0.310288066,0.37037037,1215
CAHE,CASE,CATH,PEPA,0.334156379,0.397530864,0.268312757,1215
CAIR,CASE,CATH,PEPA,0.315226337,0.409053498,0.275720165,1215
CAOV,CASE,CATH,PEPA,0.318518519,0.407407407,0.274074074,1215
CAPY,CASE,CATH,PEPA,0.049382716,0.02962963,0.920987654,1215
BOER,CACA,FABR,PEPA,0.785185185,0.108641975,0.10617284,1215
BOER,CAHE,FABR,PEPA,0.783539095,0.110288066,0.10617284,1215
CACA,CAHE,FABR,PEPA,0.976954733,0.01399177,0.009053498,1215
BOER,CAIR,FABR,PEPA,0.785185185,0.10781893,0.106995885,1215
CACA,CAIR,FABR,PEPA,0.981069959,0.005761317,0.013168724,1215
CAHE,CAIR,FABR,PEPA,0.981069959,0.005761317,0.013168724,1215
BOER,CAOV,FABR,PEPA,0.782716049,0.111111111,0.10617284,1215
CACA,CAOV,FABR,PEPA,0.978600823,0.011522634,0.009876543,1215
CAHE,CAOV,FABR,PEPA,0.980246914,0.008230453,0.011522634,1215
CAIR,CAOV,FABR,PEPA,0.981069959,0.011522634,0.007407407,1215
BOER,CAPY,FABR,PEPA,0.776954733,0.114403292,0.108641975,1215
CACA,CAPY,FABR,PEPA,0.948148148,0.023868313,0.027983539,1215
CAHE,CAPY,FABR,PEPA,0.944855967,0.023045267,0.032098765,1215
CAIR,CAPY,FABR,PEPA,0.946502058,0.025514403,0.027983539,1215
CAOV,CAPY,FABR,PEPA,0.944032922,0.023868313,0.032098765,1215
BOER,CASE,FABR,PEPA,0.783539095,0.110288066,0.10617284,1215
CACA,CASE,FABR,PEPA,0.980246914,0.009053498,0.010699588,1215
CAHE,CASE,FABR,PEPA,0.976954733,0.009876543,0.013168724,1215
CAIR,CASE,FABR,PEPA,0.979423868,0.011522634,0.009053498,1215
CAOV,CASE,FABR,PEPA,0.982716049,0.007407407,0.009876543,1215
CAPY,CASE,FABR,PEPA,0.944032922,0.03127572,0.024691358,1215
BOER,CATH,FABR,PEPA,0.785185185,0.108641975,0.10617284,1215
CACA,CATH,FABR,PEPA,0.980246914,0.010699588,0.009053498,1215
CAHE,CATH,FABR,PEPA,0.980246914,0.009053498,0.010699588,1215
CAIR,CATH,FABR,PEPA,0.980246914,0.014814815,0.004938272,1215
CAOV,CATH,FABR,PEPA,0.976954733,0.010699588,0.012345679,1215
CAPY,CATH,FABR,PEPA,0.945679012,0.028806584,0.025514403,1215
CASE,CATH,FABR,PEPA,0.977777778,0.01399177,0.008230453,1215
BOER,CACA,FAPA,PEPA,0.838683128,0.0781893,0.083127572,1215
BOER,CAHE,FAPA,PEPA,0.837860082,0.079012346,0.083127572,1215
CACA,CAHE,FAPA,PEPA,0.986831276,0.007407407,0.005761317,1215
BOER,CAIR,FAPA,PEPA,0.838683128,0.077366255,0.083950617,1215
CACA,CAIR,FAPA,PEPA,0.988477366,0.003292181,0.008230453,1215
CAHE,CAIR,FAPA,PEPA,0.986831276,0.004115226,0.009053498,1215
BOER,CAOV,FAPA,PEPA,0.837037037,0.079012346,0.083950617,1215
CACA,CAOV,FAPA,PEPA,0.98600823,0.007407407,0.006584362,1215
CAHE,CAOV,FAPA,PEPA,0.986831276,0.006584362,0.006584362,1215
CAIR,CAOV,FAPA,PEPA,0.98600823,0.008230453,0.005761317,1215
BOER,CAPY,FAPA,PEPA,0.833744856,0.082304527,0.083950617,1215
CACA,CAPY,FAPA,PEPA,0.960493827,0.017283951,0.022222222,1215
CAHE,CAPY,FAPA,PEPA,0.958024691,0.018106996,0.023868313,1215
CAIR,CAPY,FAPA,PEPA,0.960493827,0.018106996,0.021399177,1215
CAOV,CAPY,FAPA,PEPA,0.958024691,0.018106996,0.023868313,1215
BOER,CASE,FAPA,PEPA,0.837037037,0.079012346,0.083950617,1215
CACA,CASE,FAPA,PEPA,0.987654321,0.005761317,0.006584362,1215
CAHE,CASE,FAPA,PEPA,0.98600823,0.006584362,0.007407407,1215
CAIR,CASE,FAPA,PEPA,0.985185185,0.009053498,0.005761317,1215
CAOV,CASE,FAPA,PEPA,0.986831276,0.006584362,0.006584362,1215
CAPY,CASE,FAPA,PEPA,0.957201646,0.023868313,0.018930041,1215
BOER,CATH,FAPA,PEPA,0.839506173,0.077366255,0.083127572,1215
CACA,CATH,FAPA,PEPA,0.98600823,0.007407407,0.006584362,1215
CAHE,CATH,FAPA,PEPA,0.985185185,0.007407407,0.007407407,1215
CAIR,CATH,FAPA,PEPA,0.987654321,0.009053498,0.003292181,1215
CAOV,CATH,FAPA,PEPA,0.985185185,0.007407407,0.007407407,1215
CAPY,CATH,FAPA,PEPA,0.959670782,0.022222222,0.018106996,1215
CASE,CATH,FAPA,PEPA,0.985185185,0.009053498,0.005761317,1215
BOER,FABR,FAPA,PEPA,0.465020576,0.223868313,0.311111111,1215
CACA,FABR,FAPA,PEPA,0.465843621,0.22962963,0.304526749,1215
CAHE,FABR,FAPA,PEPA,0.464197531,0.230452675,0.305349794,1215
CAIR,FABR,FAPA,PEPA,0.466666667,0.230452675,0.302880658,1215
CAOV,FABR,FAPA,PEPA,0.465020576,0.22962963,0.305349794,1215
CAPY,FABR,FAPA,PEPA,0.469135802,0.226337449,0.304526749,1215
CASE,FABR,FAPA,PEPA,0.464197531,0.22962963,0.30617284,1215
CATH,FABR,FAPA,PEPA,0.465843621,0.230452675,0.303703704,1215
BOER,CACA,FDEN,PEPA,0.816460905,0.09382716,0.089711934,1215
BOER,CAHE,FDEN,PEPA,0.81563786,0.095473251,0.088888889,1215
CACA,CAHE,FDEN,PEPA,0.977777778,0.01399177,0.008230453,1215
BOER,CAIR,FDEN,PEPA,0.816460905,0.09218107,0.091358025,1215
CACA,CAIR,FDEN,PEPA,0.98436214,0.004938272,0.010699588,1215
CAHE,CAIR,FDEN,PEPA,0.982716049,0.004115226,0.013168724,1215
BOER,CAOV,FDEN,PEPA,0.81399177,0.094650206,0.091358025,1215
CACA,CAOV,FDEN,PEPA,0.981069959,0.010699588,0.008230453,1215
CAHE,CAOV,FDEN,PEPA,0.982716049,0.008230453,0.009053498,1215
CAIR,CAOV,FDEN,PEPA,0.98436214,0.009876543,0.005761317,1215
BOER,CAPY,FDEN,PEPA,0.81399177,0.096296296,0.089711934,1215
CACA,CAPY,FDEN,PEPA,0.948971193,0.026337449,0.024691358,1215
CAHE,CAPY,FDEN,PEPA,0.946502058,0.025514403,0.027983539,1215
CAIR,CAPY,FDEN,PEPA,0.948971193,0.027983539,0.023045267,1215
CAOV,CAPY,FDEN,PEPA,0.946502058,0.027160494,0.026337449,1215
BOER,CASE,FDEN,PEPA,0.81563786,0.095473251,0.088888889,1215
CACA,CASE,FDEN,PEPA,0.985185185,0.008230453,0.006584362,1215
CAHE,CASE,FDEN,PEPA,0.981069959,0.009053498,0.009876543,1215
CAIR,CASE,FDEN,PEPA,0.983539095,0.010699588,0.005761317,1215
CAOV,CASE,FDEN,PEPA,0.98436214,0.007407407,0.008230453,1215
CAPY,CASE,FDEN,PEPA,0.947325103,0.026337449,0.026337449,1215
BOER,CATH,FDEN,PEPA,0.817283951,0.09382716,0.088888889,1215
CACA,CATH,FDEN,PEPA,0.982716049,0.009876543,0.007407407,1215
CAHE,CATH,FDEN,PEPA,0.981893004,0.008230453,0.009876543,1215
CAIR,CATH,FDEN,PEPA,0.983539095,0.012345679,0.004115226,1215
CAOV,CATH,FDEN,PEPA,0.980246914,0.009053498,0.010699588,1215
CAPY,CATH,FDEN,PEPA,0.948148148,0.025514403,0.026337449,1215
CASE,CATH,FDEN,PEPA,0.982716049,0.009876543,0.007407407,1215
BOER,FABR,FDEN,PEPA,0.397530864,0.280658436,0.3218107,1215
CACA,FABR,FDEN,PEPA,0.395061728,0.283127572,0.3218107,1215
CAHE,FABR,FDEN,PEPA,0.395061728,0.283127572,0.3218107,1215
CAIR,FABR,FDEN,PEPA,0.396707819,0.284773663,0.318518519,1215
CAOV,FABR,FDEN,PEPA,0.395061728,0.284773663,0.320164609,1215
CAPY,FABR,FDEN,PEPA,0.398353909,0.277366255,0.324279835,1215
CASE,FABR,FDEN,PEPA,0.395884774,0.282304527,0.3218107,1215
CATH,FABR,FDEN,PEPA,0.395061728,0.283950617,0.320987654,1215
BOER,FAPA,FDEN,PEPA,0.23127572,0.358847737,0.409876543,1215
CACA,FAPA,FDEN,PEPA,0.233744856,0.358847737,0.407407407,1215
CAHE,FAPA,FDEN,PEPA,0.233744856,0.357201646,0.409053498,1215
CAIR,FAPA,FDEN,PEPA,0.233744856,0.359670782,0.406584362,1215
CAOV,FAPA,FDEN,PEPA,0.232921811,0.358847737,0.408230453,1215
CAPY,FAPA,FDEN,PEPA,0.235390947,0.359670782,0.404938272,1215
CASE,FAPA,FDEN,PEPA,0.233744856,0.357201646,0.409053498,1215
CATH,FAPA,FDEN,PEPA,0.234567901,0.358024691,0.407407407,1215
FABR,FAPA,FDEN,PEPA,0.275720165,0.355555556,0.36872428,1215
BOER,CACA,PAXI,PEPA,0.080658436,0.819753086,0.099588477,1215
BOER,CAHE,PAXI,PEPA,0.080658436,0.816460905,0.102880658,1215
CACA,CAHE,PAXI,PEPA,0.973662551,0.016460905,0.009876543,1215
BOER,CAIR,PAXI,PEPA,0.080658436,0.818106996,0.101234568,1215
CACA,CAIR,PAXI,PEPA,0.982716049,0.007407407,0.009876543,1215
CAHE,CAIR,PAXI,PEPA,0.977777778,0.008230453,0.01399177,1215
BOER,CAOV,PAXI,PEPA,0.080658436,0.819753086,0.099588477,1215
CACA,CAOV,PAXI,PEPA,0.978600823,0.012345679,0.009053498,1215
CAHE,CAOV,PAXI,PEPA,0.978600823,0.009876543,0.011522634,1215
CAIR,CAOV,PAXI,PEPA,0.982716049,0.009876543,0.007407407,1215
BOER,CAPY,PAXI,PEPA,0.085596708,0.816460905,0.097942387,1215
CACA,CAPY,PAXI,PEPA,0.899588477,0.057613169,0.042798354,1215
CAHE,CAPY,PAXI,PEPA,0.89382716,0.058436214,0.047736626,1215
CAIR,CAPY,PAXI,PEPA,0.897942387,0.058436214,0.043621399,1215
CAOV,CAPY,PAXI,PEPA,0.896296296,0.056790123,0.04691358,1215
BOER,CASE,PAXI,PEPA,0.079835391,0.818930041,0.101234568,1215
CACA,CASE,PAXI,PEPA,0.978600823,0.013168724,0.008230453,1215
CAHE,CASE,PAXI,PEPA,0.976954733,0.012345679,0.010699588,1215
CAIR,CASE,PAXI,PEPA,0.980246914,0.012345679,0.007407407,1215
CAOV,CASE,PAXI,PEPA,0.982716049,0.009053498,0.008230453,1215
CAPY,CASE,PAXI,PEPA,0.895473251,0.046090535,0.058436214,1215
BOER,CATH,PAXI,PEPA,0.080658436,0.816460905,0.102880658,1215
CACA,CATH,PAXI,PEPA,0.980246914,0.011522634,0.008230453,1215
CAHE,CATH,PAXI,PEPA,0.979423868,0.008230453,0.012345679,1215
CAIR,CATH,PAXI,PEPA,0.982716049,0.010699588,0.006584362,1215
CAOV,CATH,PAXI,PEPA,0.979423868,0.009053498,0.011522634,1215
CAPY,CATH,PAXI,PEPA,0.897119342,0.043621399,0.059259259,1215
CASE,CATH,PAXI,PEPA,0.980246914,0.009053498,0.010699588,1215
BOER,FABR,PAXI,PEPA,0.028806584,0.941563786,0.02962963,1215
CACA,FABR,PAXI,PEPA,0.100411523,0.801646091,0.097942387,1215
CAHE,FABR,PAXI,PEPA,0.101234568,0.8,0.098765432,1215
CAIR,FABR,PAXI,PEPA,0.101234568,0.802469136,0.096296296,1215
CAOV,FABR,PAXI,PEPA,0.100411523,0.8,0.099588477,1215
CAPY,FABR,PAXI,PEPA,0.102880658,0.794238683,0.102880658,1215
CASE,FABR,PAXI,PEPA,0.100411523,0.800823045,0.098765432,1215
CATH,FABR,PAXI,PEPA,0.100411523,0.802469136,0.097119342,1215
BOER,FAPA,PAXI,PEPA,0.020576132,0.956378601,0.023045267,1215
CACA,FAPA,PAXI,PEPA,0.074074074,0.852674897,0.073251029,1215
CAHE,FAPA,PAXI,PEPA,0.074897119,0.851028807,0.074074074,1215
CAIR,FAPA,PAXI,PEPA,0.074897119,0.852674897,0.072427984,1215
CAOV,FAPA,PAXI,PEPA,0.074897119,0.851028807,0.074074074,1215
CAPY,FAPA,PAXI,PEPA,0.073251029,0.848559671,0.0781893,1215
CASE,FAPA,PAXI,PEPA,0.074897119,0.851851852,0.073251029,1215
CATH,FAPA,PAXI,PEPA,0.074074074,0.853497942,0.072427984,1215
FABR,FAPA,PAXI,PEPA,0.309465021,0.468312757,0.222222222,1215
BOER,FDEN,PAXI,PEPA,0.025514403,0.947325103,0.027160494,1215
CACA,FDEN,PAXI,PEPA,0.081481481,0.82962963,0.088888889,1215
CAHE,FDEN,PAXI,PEPA,0.081481481,0.827983539,0.090534979,1215
CAIR,FDEN,PAXI,PEPA,0.083127572,0.82962963,0.087242798,1215
CAOV,FDEN,PAXI,PEPA,0.083127572,0.827160494,0.089711934,1215
CAPY,FDEN,PAXI,PEPA,0.081481481,0.826337449,0.09218107,1215
CASE,FDEN,PAXI,PEPA,0.080658436,0.828806584,0.090534979,1215
CATH,FDEN,PAXI,PEPA,0.080658436,0.830452675,0.088888889,1215
FABR,FDEN,PAXI,PEPA,0.320987654,0.395061728,0.283950617,1215
FAPA,FDEN,PAXI,PEPA,0.41399177,0.228806584,0.357201646,1215
BOER,CACA,PBON,PEPA,0.086419753,0.81563786,0.097942387,1215
BOER,CAHE,PBON,PEPA,0.086419753,0.812345679,0.101234568,1215
CACA,CAHE,PBON,PEPA,0.972839506,0.017283951,0.009876543,1215
BOER,CAIR,PBON,PEPA,0.086419753,0.81399177,0.099588477,1215
CACA,CAIR,PBON,PEPA,0.981893004,0.007407407,0.010699588,1215
CAHE,CAIR,PBON,PEPA,0.977777778,0.008230453,0.01399177,1215
BOER,CAOV,PBON,PEPA,0.085596708,0.81563786,0.098765432,1215
CACA,CAOV,PBON,PEPA,0.977777778,0.012345679,0.009876543,1215
CAHE,CAOV,PBON,PEPA,0.977777778,0.010699588,0.011522634,1215
CAIR,CAOV,PBON,PEPA,0.981893004,0.009876543,0.008230453,1215
BOER,CAPY,PBON,PEPA,0.093004115,0.810699588,0.096296296,1215
